id,Location,AQI,Grade,Pollutant,Airquality,Year_Month,Day
1702,西城万寿西宫,112,III1,可吸入颗粒物,轻微污染,2012-5,2
1703,朝阳奥体中心,111,III1,可吸入颗粒物,轻微污染,2012-5,2
1704,海淀北京植物园,114,III1,可吸入颗粒物,轻微污染,2012-5,2
1705,丰台花园,109,III1,可吸入颗粒物,轻微污染,2012-5,2
1706,通州新城,112,III1,可吸入颗粒物,轻微污染,2012-5,2
1707,怀柔镇,110,III1,可吸入颗粒物,轻微污染,2012-5,2
1708,东城东四,118,III1,可吸入颗粒物,轻微污染,2012-5,3
1709,西城万寿西宫,114,III1,可吸入颗粒物,轻微污染,2012-5,3
1710,朝阳奥体中心,-,-,-,-,2012-5,3
1711,海淀北京植物园,124,III1,可吸入颗粒物,轻微污染,2012-5,3
1712,丰台花园,115,III1,可吸入颗粒物,轻微污染,2012-5,3
1713,通州新城,146,III1,可吸入颗粒物,轻微污染,2012-5,3
1714,怀柔镇,96,II,可吸入颗粒物,良,2012-5,3
1715,东城东四,113,III1,可吸入颗粒物,轻微污染,2012-5,4
1716,西城万寿西宫,110,III1,可吸入颗粒物,轻微污染,2012-5,4
1717,朝阳奥体中心,-,-,-,-,2012-5,4
1718,海淀北京植物园,101,III1,可吸入颗粒物,轻微污染,2012-5,4
1719,丰台花园,100,II,可吸入颗粒物,良,2012-5,4
1720,通州新城,146,III1,可吸入颗粒物,轻微污染,2012-5,4
1721,怀柔镇,75,II,可吸入颗粒物,良,2012-5,4
1722,东城东四,106,III1,可吸入颗粒物,轻微污染,2012-5,5
1723,西城万寿西宫,97,II,可吸入颗粒物,良,2012-5,5
1724,朝阳奥体中心,-,-,-,-,2012-5,5
1725,海淀北京植物园,99,II,可吸入颗粒物,良,2012-5,5
1726,丰台花园,98,II,可吸入颗粒物,良,2012-5,5
1727,通州新城,110,III1,可吸入颗粒物,轻微污染,2012-5,5
1728,怀柔镇,99,II,可吸入颗粒物,良,2012-5,5
1729,东城东四,113,III1,可吸入颗粒物,轻微污染,2012-5,6
1730,西城万寿西宫,109,III1,可吸入颗粒物,轻微污染,2012-5,6
1731,朝阳奥体中心,-,-,-,-,2012-5,6
1732,海淀北京植物园,91,II,可吸入颗粒物,良,2012-5,6
1733,丰台花园,93,II,可吸入颗粒物,良,2012-5,6
1734,通州新城,100,II,可吸入颗粒物,良,2012-5,6
1735,怀柔镇,68,II,可吸入颗粒物,良,2012-5,6
1736,东城东四,97,II,可吸入颗粒物,良,2012-5,7
1737,西城万寿西宫,104,III1,可吸入颗粒物,轻微污染,2012-5,7
1738,朝阳奥体中心,-,-,-,-,2012-5,7
1739,海淀北京植物园,100,II,可吸入颗粒物,良,2012-5,7
1740,丰台花园,95,II,可吸入颗粒物,良,2012-5,7
1741,通州新城,113,III1,可吸入颗粒物,轻微污染,2012-5,7
1742,怀柔镇,99,II,可吸入颗粒物,良,2012-5,7
1743,东城东四,118,III1,可吸入颗粒物,轻微污染,2012-5,8
1744,西城万寿西宫,105,III1,可吸入颗粒物,轻微污染,2012-5,8
1745,朝阳奥体中心,-,-,-,-,2012-5,8
1746,海淀北京植物园,103,III1,可吸入颗粒物,轻微污染,2012-5,8
1747,丰台花园,103,III1,可吸入颗粒物,轻微污染,2012-5,8
1748,通州新城,130,III1,可吸入颗粒物,轻微污染,2012-5,8
1749,怀柔镇,105,III1,可吸入颗粒物,轻微污染,2012-5,8
1750,东城东四,110,III1,可吸入颗粒物,轻微污染,2012-5,9
1751,西城万寿西宫,108,III1,可吸入颗粒物,轻微污染,2012-5,9
1752,朝阳奥体中心,-,-,-,-,2012-5,9
1753,海淀北京植物园,102,III1,可吸入颗粒物,轻微污染,2012-5,9
1754,丰台花园,102,III1,可吸入颗粒物,轻微污染,2012-5,9
1755,通州新城,116,III1,可吸入颗粒物,轻微污染,2012-5,9
1756,怀柔镇,96,II,可吸入颗粒物,良,2012-5,9
1757,东城东四,138,III1,可吸入颗粒物,轻微污染,2012-5,10
1758,西城万寿西宫,146,III1,可吸入颗粒物,轻微污染,2012-5,10
1759,朝阳奥体中心,-,-,-,-,2012-5,10
1760,海淀北京植物园,120,III1,可吸入颗粒物,轻微污染,2012-5,10
1761,丰台花园,132,III1,可吸入颗粒物,轻微污染,2012-5,10
1762,通州新城,138,III1,可吸入颗粒物,轻微污染,2012-5,10
1763,怀柔镇,100,II,可吸入颗粒物,良,2012-5,10
1764,东城东四,138,III1,可吸入颗粒物,轻微污染,2012-5,11
1765,西城万寿西宫,143,III1,可吸入颗粒物,轻微污染,2012-5,11
1766,朝阳奥体中心,132,III1,可吸入颗粒物,轻微污染,2012-5,11
1767,海淀北京植物园,125,III1,可吸入颗粒物,轻微污染,2012-5,11
1768,丰台花园,133,III1,可吸入颗粒物,轻微污染,2012-5,11
1769,通州新城,125,III1,可吸入颗粒物,轻微污染,2012-5,11
1770,怀柔镇,111,III1,可吸入颗粒物,轻微污染,2012-5,11
1771,东城东四,106,III1,可吸入颗粒物,轻微污染,2012-5,12
1772,西城万寿西宫,97,II,可吸入颗粒物,良,2012-5,12
1773,朝阳奥体中心,85,II,可吸入颗粒物,良,2012-5,12
1774,海淀北京植物园,80,II,可吸入颗粒物,良,2012-5,12
1775,丰台花园,91,II,可吸入颗粒物,良,2012-5,12
1776,通州新城,106,III1,可吸入颗粒物,轻微污染,2012-5,12
1777,怀柔镇,76,II,可吸入颗粒物,良,2012-5,12
1778,东城东四,99,II,可吸入颗粒物,良,2012-5,13
1779,西城万寿西宫,95,II,可吸入颗粒物,良,2012-5,13
1780,朝阳奥体中心,99,II,可吸入颗粒物,良,2012-5,13
1781,海淀北京植物园,92,II,可吸入颗粒物,良,2012-5,13
1782,丰台花园,92,II,可吸入颗粒物,良,2012-5,13
1783,通州新城,100,II,可吸入颗粒物,良,2012-5,13
1784,怀柔镇,95,II,可吸入颗粒物,良,2012-5,13
1785,东城东四,74,II,可吸入颗粒物,良,2012-5,14
1786,西城万寿西宫,62,II,可吸入颗粒物,良,2012-5,14
1787,朝阳奥体中心,68,II,可吸入颗粒物,良,2012-5,14
1788,海淀北京植物园,68,II,可吸入颗粒物,良,2012-5,14
1789,丰台花园,61,II,可吸入颗粒物,良,2012-5,14
1790,通州新城,66,II,可吸入颗粒物,良,2012-5,14
1791,怀柔镇,61,II,可吸入颗粒物,良,2012-5,14
1792,东城东四,69,II,可吸入颗粒物,良,2012-5,15
1793,西城万寿西宫,49,I,-,优,2012-5,15
1794,朝阳奥体中心,66,II,可吸入颗粒物,良,2012-5,15
1795,海淀北京植物园,50,I,-,优,2012-5,15
1796,丰台花园,57,II,可吸入颗粒物,良,2012-5,15
1797,通州新城,69,II,可吸入颗粒物,良,2012-5,15
1798,怀柔镇,58,II,可吸入颗粒物,良,2012-5,15
1799,东城东四,66,II,可吸入颗粒物,良,2012-5,16
1800,西城万寿西宫,58,II,可吸入颗粒物,良,2012-5,16
1801,朝阳奥体中心,59,II,可吸入颗粒物,良,2012-5,16
1802,海淀北京植物园,49,I,-,优,2012-5,16
1803,丰台花园,57,II,可吸入颗粒物,良,2012-5,16
1804,通州新城,61,II,可吸入颗粒物,良,2012-5,16
1805,怀柔镇,43,I,-,优,2012-5,16
1806,东城东四,79,II,可吸入颗粒物,良,2012-5,17
1807,西城万寿西宫,78,II,可吸入颗粒物,良,2012-5,17
1808,朝阳奥体中心,79,II,可吸入颗粒物,良,2012-5,17
1809,海淀北京植物园,69,II,可吸入颗粒物,良,2012-5,17
1810,丰台花园,71,II,可吸入颗粒物,良,2012-5,17
1811,通州新城,82,II,可吸入颗粒物,良,2012-5,17
1812,怀柔镇,80,II,可吸入颗粒物,良,2012-5,17
1813,东城东四,94,II,可吸入颗粒物,良,2012-5,18
1814,西城万寿西宫,86,II,可吸入颗粒物,良,2012-5,18
1815,朝阳奥体中心,82,II,可吸入颗粒物,良,2012-5,18
1816,海淀北京植物园,80,II,可吸入颗粒物,良,2012-5,18
1817,丰台花园,75,II,可吸入颗粒物,良,2012-5,18
1818,通州新城,78,II,可吸入颗粒物,良,2012-5,18
1819,怀柔镇,79,II,可吸入颗粒物,良,2012-5,18
1820,东城东四,154,III2,可吸入颗粒物,轻度污染,2012-5,19
1821,西城万寿西宫,146,III1,可吸入颗粒物,轻微污染,2012-5,19
1822,朝阳奥体中心,161,III2,可吸入颗粒物,轻度污染,2012-5,19
1823,海淀北京植物园,118,III1,可吸入颗粒物,轻微污染,2012-5,19
1824,丰台花园,141,III1,可吸入颗粒物,轻微污染,2012-5,19
1825,通州新城,129,III1,可吸入颗粒物,轻微污染,2012-5,19
1826,怀柔镇,125,III1,可吸入颗粒物,轻微污染,2012-5,19
1827,东城东四,99,II,可吸入颗粒物,良,2012-5,20
1828,西城万寿西宫,88,II,可吸入颗粒物,良,2012-5,20
1829,朝阳奥体中心,86,II,可吸入颗粒物,良,2012-5,20
1830,海淀北京植物园,81,II,可吸入颗粒物,良,2012-5,20
1831,丰台花园,83,II,可吸入颗粒物,良,2012-5,20
1832,通州新城,79,II,可吸入颗粒物,良,2012-5,20
1833,怀柔镇,76,II,可吸入颗粒物,良,2012-5,20
1834,东城东四,114,III1,可吸入颗粒物,轻微污染,2012-5,21
1835,西城万寿西宫,106,III1,可吸入颗粒物,轻微污染,2012-5,21
1836,朝阳奥体中心,94,II,可吸入颗粒物,良,2012-5,21
1837,海淀北京植物园,95,II,可吸入颗粒物,良,2012-5,21
1838,丰台花园,97,II,可吸入颗粒物,良,2012-5,21
1839,通州新城,94,II,可吸入颗粒物,良,2012-5,21
1840,怀柔镇,72,II,可吸入颗粒物,良,2012-5,21
1841,东城东四,105,III1,可吸入颗粒物,轻微污染,2012-5,22
1842,西城万寿西宫,111,III1,可吸入颗粒物,轻微污染,2012-5,22
1843,朝阳奥体中心,115,III1,可吸入颗粒物,轻微污染,2012-5,22
1844,海淀北京植物园,108,III1,可吸入颗粒物,轻微污染,2012-5,22
1845,丰台花园,100,II,可吸入颗粒物,良,2012-5,22
1846,通州新城,84,II,可吸入颗粒物,良,2012-5,22
1847,怀柔镇,119,III1,可吸入颗粒物,轻微污染,2012-5,22
1848,东城东四,74,II,可吸入颗粒物,良,2012-5,23
1849,西城万寿西宫,61,II,可吸入颗粒物,良,2012-5,23
1850,朝阳奥体中心,82,II,可吸入颗粒物,良,2012-5,23
1851,海淀北京植物园,66,II,可吸入颗粒物,良,2012-5,23
1852,丰台花园,56,II,可吸入颗粒物,良,2012-5,23
1853,通州新城,57,II,可吸入颗粒物,良,2012-5,23
1854,怀柔镇,67,II,可吸入颗粒物,良,2012-5,23
1855,东城东四,76,II,可吸入颗粒物,良,2012-5,24
1856,西城万寿西宫,72,II,可吸入颗粒物,良,2012-5,24
1857,朝阳奥体中心,83,II,可吸入颗粒物,良,2012-5,24
1858,海淀北京植物园,59,II,可吸入颗粒物,良,2012-5,24
1859,丰台花园,69,II,可吸入颗粒物,良,2012-5,24
1860,通州新城,69,II,可吸入颗粒物,良,2012-5,24
1861,怀柔镇,51,II,可吸入颗粒物,良,2012-5,24
1862,东城东四,76,II,可吸入颗粒物,良,2012-5,25
1863,西城万寿西宫,64,II,可吸入颗粒物,良,2012-5,25
1864,朝阳奥体中心,67,II,可吸入颗粒物,良,2012-5,25
1865,海淀北京植物园,50,I,-,优,2012-5,25
1866,丰台花园,66,II,可吸入颗粒物,良,2012-5,25
1867,通州新城,93,II,可吸入颗粒物,良,2012-5,25
1868,怀柔镇,33,I,-,优,2012-5,25
1869,东城东四,95,II,可吸入颗粒物,良,2012-5,26
1870,西城万寿西宫,92,II,可吸入颗粒物,良,2012-5,26
1871,朝阳奥体中心,93,II,可吸入颗粒物,良,2012-5,26
1872,海淀北京植物园,79,II,可吸入颗粒物,良,2012-5,26
1873,丰台花园,91,II,可吸入颗粒物,良,2012-5,26
1874,通州新城,90,II,可吸入颗粒物,良,2012-5,26
1875,怀柔镇,81,II,可吸入颗粒物,良,2012-5,26
1876,东城东四,88,II,可吸入颗粒物,良,2012-5,27
1877,西城万寿西宫,91,II,可吸入颗粒物,良,2012-5,27
1878,朝阳奥体中心,100,II,可吸入颗粒物,良,2012-5,27
1879,海淀北京植物园,80,II,可吸入颗粒物,良,2012-5,27
1880,丰台花园,82,II,可吸入颗粒物,良,2012-5,27
1881,通州新城,83,II,可吸入颗粒物,良,2012-5,27
1882,怀柔镇,71,II,可吸入颗粒物,良,2012-5,27
1883,东城东四,127,III1,可吸入颗粒物,轻微污染,2012-5,28
1884,西城万寿西宫,135,III1,可吸入颗粒物,轻微污染,2012-5,28
1885,朝阳奥体中心,132,III1,可吸入颗粒物,轻微污染,2012-5,28
1886,海淀北京植物园,127,III1,可吸入颗粒物,轻微污染,2012-5,28
1887,丰台花园,123,III1,可吸入颗粒物,轻微污染,2012-5,28
1888,通州新城,127,III1,可吸入颗粒物,轻微污染,2012-5,28
1889,怀柔镇,138,III1,可吸入颗粒物,轻微污染,2012-5,28
1890,东城东四,106,III1,可吸入颗粒物,轻微污染,2012-5,29
1891,西城万寿西宫,113,III1,可吸入颗粒物,轻微污染,2012-5,29
1892,朝阳奥体中心,127,III1,可吸入颗粒物,轻微污染,2012-5,29
1893,海淀北京植物园,119,III1,可吸入颗粒物,轻微污染,2012-5,29
1894,丰台花园,105,III1,可吸入颗粒物,轻微污染,2012-5,29
1895,通州新城,115,III1,可吸入颗粒物,轻微污染,2012-5,29
1896,怀柔镇,122,III1,可吸入颗粒物,轻微污染,2012-5,29
1897,东城东四,31,I,-,优,2012-5,30
1898,西城万寿西宫,38,I,-,优,2012-5,30
1899,朝阳奥体中心,43,I,-,优,2012-5,30
1900,海淀北京植物园,18,I,-,优,2012-5,30
1901,丰台花园,30,I,-,优,2012-5,30
1902,通州新城,45,I,-,优,2012-5,30
1903,怀柔镇,24,I,-,优,2012-5,30
1904,东城东四,75,II,可吸入颗粒物,良,2012-5,31
1905,西城万寿西宫,65,II,可吸入颗粒物,良,2012-5,31
1906,朝阳奥体中心,72,II,可吸入颗粒物,良,2012-5,31
1907,海淀北京植物园,53,II,可吸入颗粒物,良,2012-5,31
1908,丰台花园,73,II,可吸入颗粒物,良,2012-5,31
1909,通州新城,83,II,可吸入颗粒物,良,2012-5,31
1910,怀柔镇,32,I,-,优,2012-5,31
1911,东城东四,60,II,可吸入颗粒物,良,2012-6,1
1912,西城万寿西宫,54,II,可吸入颗粒物,良,2012-6,1
1913,朝阳奥体中心,56,II,可吸入颗粒物,良,2012-6,1
1914,海淀北京植物园,44,I,-,优,2012-6,1
1915,丰台花园,53,II,可吸入颗粒物,良,2012-6,1
1916,通州新城,53,II,可吸入颗粒物,良,2012-6,1
1917,怀柔镇,51,II,可吸入颗粒物,良,2012-6,1
1918,东城东四,103,III1,可吸入颗粒物,轻微污染,2012-6,2
1919,西城万寿西宫,92,II,可吸入颗粒物,良,2012-6,2
1920,朝阳奥体中心,97,II,可吸入颗粒物,良,2012-6,2
1921,海淀北京植物园,-,-,-,-,2012-6,2
1922,丰台花园,96,II,可吸入颗粒物,良,2012-6,2
1923,通州新城,82,II,可吸入颗粒物,良,2012-6,2
1924,怀柔镇,78,II,可吸入颗粒物,良,2012-6,2
1925,东城东四,116,III1,可吸入颗粒物,轻微污染,2012-6,3
1926,西城万寿西宫,114,III1,可吸入颗粒物,轻微污染,2012-6,3
1927,朝阳奥体中心,121,III1,可吸入颗粒物,轻微污染,2012-6,3
1928,海淀北京植物园,-,-,-,-,2012-6,3
1929,丰台花园,115,III1,可吸入颗粒物,轻微污染,2012-6,3
1930,通州新城,105,III1,可吸入颗粒物,轻微污染,2012-6,3
1931,怀柔镇,97,II,可吸入颗粒物,良,2012-6,3
1932,东城东四,80,II,可吸入颗粒物,良,2012-6,4
1933,西城万寿西宫,75,II,可吸入颗粒物,良,2012-6,4
1934,朝阳奥体中心,86,II,可吸入颗粒物,良,2012-6,4
1935,海淀北京植物园,57,II,可吸入颗粒物,良,2012-6,4
1936,丰台花园,75,II,可吸入颗粒物,良,2012-6,4
1937,通州新城,84,II,可吸入颗粒物,良,2012-6,4
1938,怀柔镇,71,II,可吸入颗粒物,良,2012-6,4
1939,东城东四,64,II,可吸入颗粒物,良,2012-6,5
1940,西城万寿西宫,66,II,可吸入颗粒物,良,2012-6,5
1941,朝阳奥体中心,78,II,可吸入颗粒物,良,2012-6,5
1942,海淀北京植物园,56,II,可吸入颗粒物,良,2012-6,5
1943,丰台花园,58,II,可吸入颗粒物,良,2012-6,5
1944,通州新城,63,II,可吸入颗粒物,良,2012-6,5
1945,怀柔镇,64,II,可吸入颗粒物,良,2012-6,5
1946,东城东四,106,III1,可吸入颗粒物,轻微污染,2012-6,6
1947,西城万寿西宫,97,II,可吸入颗粒物,良,2012-6,6
1948,朝阳奥体中心,103,III1,可吸入颗粒物,轻微污染,2012-6,6
1949,海淀北京植物园,99,II,可吸入颗粒物,良,2012-6,6
1950,丰台花园,98,II,可吸入颗粒物,良,2012-6,6
1951,通州新城,84,II,可吸入颗粒物,良,2012-6,6
1952,怀柔镇,70,II,可吸入颗粒物,良,2012-6,6
1953,东城东四,73,II,可吸入颗粒物,良,2012-6,7
1954,西城万寿西宫,73,II,可吸入颗粒物,良,2012-6,7
1955,朝阳奥体中心,73,II,可吸入颗粒物,良,2012-6,7
1956,海淀北京植物园,62,II,可吸入颗粒物,良,2012-6,7
1957,丰台花园,76,II,可吸入颗粒物,良,2012-6,7
1958,通州新城,66,II,可吸入颗粒物,良,2012-6,7
1959,怀柔镇,52,II,可吸入颗粒物,良,2012-6,7
1960,东城东四,77,II,可吸入颗粒物,良,2012-6,8
1961,西城万寿西宫,83,II,可吸入颗粒物,良,2012-6,8
1962,朝阳奥体中心,80,II,可吸入颗粒物,良,2012-6,8
1963,海淀北京植物园,78,II,可吸入颗粒物,良,2012-6,8
1964,丰台花园,81,II,可吸入颗粒物,良,2012-6,8
1965,通州新城,78,II,可吸入颗粒物,良,2012-6,8
1966,怀柔镇,58,II,可吸入颗粒物,良,2012-6,8
1967,东城东四,99,II,可吸入颗粒物,良,2012-6,9
1968,西城万寿西宫,94,II,可吸入颗粒物,良,2012-6,9
1969,朝阳奥体中心,99,II,可吸入颗粒物,良,2012-6,9
1970,海淀北京植物园,78,II,可吸入颗粒物,良,2012-6,9
1971,丰台花园,86,II,可吸入颗粒物,良,2012-6,9
1972,通州新城,88,II,可吸入颗粒物,良,2012-6,9
1973,怀柔镇,79,II,可吸入颗粒物,良,2012-6,9
1974,东城东四,24,I,-,优,2012-6,10
1975,西城万寿西宫,37,I,-,优,2012-6,10
1976,朝阳奥体中心,42,I,-,优,2012-6,10
1977,海淀北京植物园,21,I,-,优,2012-6,10
1978,丰台花园,33,I,-,优,2012-6,10
1979,通州新城,40,I,-,优,2012-6,10
1980,怀柔镇,30,I,-,优,2012-6,10
1981,东城东四,53,II,可吸入颗粒物,良,2012-6,11
1982,西城万寿西宫,52,II,可吸入颗粒物,良,2012-6,11
1983,朝阳奥体中心,57,II,可吸入颗粒物,良,2012-6,11
1984,海淀北京植物园,34,I,-,优,2012-6,11
1985,丰台花园,52,II,可吸入颗粒物,良,2012-6,11
1986,通州新城,63,II,可吸入颗粒物,良,2012-6,11
1987,怀柔镇,19,I,-,优,2012-6,11
1988,东城东四,65,II,可吸入颗粒物,良,2012-6,12
1989,西城万寿西宫,61,II,可吸入颗粒物,良,2012-6,12
1990,朝阳奥体中心,60,II,可吸入颗粒物,良,2012-6,12
1991,海淀北京植物园,36,I,-,优,2012-6,12
1992,丰台花园,61,II,可吸入颗粒物,良,2012-6,12
1993,通州新城,68,II,可吸入颗粒物,良,2012-6,12
1994,怀柔镇,42,I,-,优,2012-6,12
1995,东城东四,73,II,可吸入颗粒物,良,2012-6,13
1996,西城万寿西宫,68,II,可吸入颗粒物,良,2012-6,13
1997,朝阳奥体中心,67,II,可吸入颗粒物,良,2012-6,13
1998,海淀北京植物园,54,II,可吸入颗粒物,良,2012-6,13
1999,丰台花园,66,II,可吸入颗粒物,良,2012-6,13
2000,通州新城,63,II,可吸入颗粒物,良,2012-6,13
2001,怀柔镇,30,I,-,优,2012-6,13
2002,东城东四,48,I,-,优,2012-6,14
2003,西城万寿西宫,41,I,-,优,2012-6,14
2004,朝阳奥体中心,51,II,可吸入颗粒物,良,2012-6,14
2005,海淀北京植物园,44,I,-,优,2012-6,14
2006,丰台花园,40,I,-,优,2012-6,14
2007,通州新城,41,I,-,优,2012-6,14
2008,怀柔镇,36,I,-,优,2012-6,14
2009,东城东四,28,I,-,优,2012-6,15
2010,西城万寿西宫,23,I,-,优,2012-6,15
2011,朝阳奥体中心,28,I,-,优,2012-6,15
2012,海淀北京植物园,14,I,-,优,2012-6,15
2013,丰台花园,29,I,-,优,2012-6,15
2014,通州新城,37,I,-,优,2012-6,15
2015,怀柔镇,10,I,-,优,2012-6,15
2016,东城东四,39,I,-,优,2012-6,16
2017,西城万寿西宫,33,I,-,优,2012-6,16
2018,朝阳奥体中心,38,I,-,优,2012-6,16
2019,海淀北京植物园,24,I,-,优,2012-6,16
2020,丰台花园,54,II,可吸入颗粒物,良,2012-6,16
2021,通州新城,39,I,-,优,2012-6,16
2022,怀柔镇,13,I,-,优,2012-6,16
2023,东城东四,74,II,可吸入颗粒物,良,2012-6,17
2024,西城万寿西宫,75,II,可吸入颗粒物,良,2012-6,17
2025,朝阳奥体中心,73,II,可吸入颗粒物,良,2012-6,17
2026,海淀北京植物园,60,II,可吸入颗粒物,良,2012-6,17
2027,丰台花园,71,II,可吸入颗粒物,良,2012-6,17
2028,通州新城,70,II,可吸入颗粒物,良,2012-6,17
2029,怀柔镇,56,II,可吸入颗粒物,良,2012-6,17
2030,东城东四,137,III1,可吸入颗粒物,轻微污染,2012-6,18
2031,西城万寿西宫,139,III1,可吸入颗粒物,轻微污染,2012-6,18
2032,朝阳奥体中心,161,III2,可吸入颗粒物,轻度污染,2012-6,18
2033,海淀北京植物园,126,III1,可吸入颗粒物,轻微污染,2012-6,18
2034,丰台花园,135,III1,可吸入颗粒物,轻微污染,2012-6,18
2035,通州新城,100,II,可吸入颗粒物,良,2012-6,18
2036,怀柔镇,121,III1,可吸入颗粒物,轻微污染,2012-6,18
2037,东城东四,131,III1,可吸入颗粒物,轻微污染,2012-6,19
2038,西城万寿西宫,122,III1,可吸入颗粒物,轻微污染,2012-6,19
2039,朝阳奥体中心,135,III1,可吸入颗粒物,轻微污染,2012-6,19
2040,海淀北京植物园,139,III1,可吸入颗粒物,轻微污染,2012-6,19
2041,丰台花园,121,III1,可吸入颗粒物,轻微污染,2012-6,19
2042,通州新城,117,III1,可吸入颗粒物,轻微污染,2012-6,19
2043,怀柔镇,138,III1,可吸入颗粒物,轻微污染,2012-6,19
2044,东城东四,111,III1,可吸入颗粒物,轻微污染,2012-6,20
2045,西城万寿西宫,99,II,可吸入颗粒物,良,2012-6,20
2046,朝阳奥体中心,108,III1,可吸入颗粒物,轻微污染,2012-6,20
2047,海淀北京植物园,98,II,可吸入颗粒物,良,2012-6,20
2048,丰台花园,98,II,可吸入颗粒物,良,2012-6,20
2049,通州新城,100,II,可吸入颗粒物,良,2012-6,20
2050,怀柔镇,104,III1,可吸入颗粒物,轻微污染,2012-6,20
2051,东城东四,108,III1,可吸入颗粒物,轻微污染,2012-6,21
2052,西城万寿西宫,96,II,可吸入颗粒物,良,2012-6,21
2053,朝阳奥体中心,114,III1,可吸入颗粒物,轻微污染,2012-6,21
2054,海淀北京植物园,114,III1,可吸入颗粒物,轻微污染,2012-6,21
2055,丰台花园,98,II,可吸入颗粒物,良,2012-6,21
2056,通州新城,106,III1,可吸入颗粒物,轻微污染,2012-6,21
2057,怀柔镇,129,III1,可吸入颗粒物,轻微污染,2012-6,21
2058,东城东四,82,II,可吸入颗粒物,良,2012-6,22
2059,西城万寿西宫,74,II,可吸入颗粒物,良,2012-6,22
2060,朝阳奥体中心,88,II,可吸入颗粒物,良,2012-6,22
2061,海淀北京植物园,86,II,可吸入颗粒物,良,2012-6,22
2062,丰台花园,80,II,可吸入颗粒物,良,2012-6,22
2063,通州新城,74,II,可吸入颗粒物,良,2012-6,22
2064,怀柔镇,85,II,可吸入颗粒物,良,2012-6,22
2065,东城东四,84,II,可吸入颗粒物,良,2012-6,23
2066,西城万寿西宫,76,II,可吸入颗粒物,良,2012-6,23
2067,朝阳奥体中心,81,II,可吸入颗粒物,良,2012-6,23
2068,海淀北京植物园,87,II,可吸入颗粒物,良,2012-6,23
2069,丰台花园,74,II,可吸入颗粒物,良,2012-6,23
2070,通州新城,75,II,可吸入颗粒物,良,2012-6,23
2071,怀柔镇,82,II,可吸入颗粒物,良,2012-6,23
2072,东城东四,96,II,可吸入颗粒物,良,2012-6,24
2073,西城万寿西宫,89,II,可吸入颗粒物,良,2012-6,24
2074,朝阳奥体中心,95,II,可吸入颗粒物,良,2012-6,24
2075,海淀北京植物园,116,III1,可吸入颗粒物,轻微污染,2012-6,24
2076,丰台花园,90,II,可吸入颗粒物,良,2012-6,24
2077,通州新城,84,II,可吸入颗粒物,良,2012-6,24
2078,怀柔镇,87,II,可吸入颗粒物,良,2012-6,24
2079,东城东四,53,II,可吸入颗粒物,良,2012-6,25
2080,西城万寿西宫,51,II,可吸入颗粒物,良,2012-6,25
2081,朝阳奥体中心,52,II,可吸入颗粒物,良,2012-6,25
2082,海淀北京植物园,53,II,可吸入颗粒物,良,2012-6,25
2083,丰台花园,52,II,可吸入颗粒物,良,2012-6,25
2084,通州新城,56,II,可吸入颗粒物,良,2012-6,25
2085,怀柔镇,41,I,-,优,2012-6,25
2086,东城东四,65,II,可吸入颗粒物,良,2012-6,26
2087,西城万寿西宫,65,II,可吸入颗粒物,良,2012-6,26
2088,朝阳奥体中心,67,II,可吸入颗粒物,良,2012-6,26
2089,海淀北京植物园,65,II,可吸入颗粒物,良,2012-6,26
2090,丰台花园,60,II,可吸入颗粒物,良,2012-6,26
2091,通州新城,64,II,可吸入颗粒物,良,2012-6,26
2092,怀柔镇,63,II,可吸入颗粒物,良,2012-6,26
2093,东城东四,63,II,可吸入颗粒物,良,2012-6,27
2094,西城万寿西宫,52,II,可吸入颗粒物,良,2012-6,27
2095,朝阳奥体中心,54,II,可吸入颗粒物,良,2012-6,27
2096,海淀北京植物园,54,II,可吸入颗粒物,良,2012-6,27
2097,丰台花园,51,II,可吸入颗粒物,良,2012-6,27
2098,通州新城,45,I,-,优,2012-6,27
2099,怀柔镇,55,II,可吸入颗粒物,良,2012-6,27
2100,东城东四,58,II,可吸入颗粒物,良,2012-6,28
2101,西城万寿西宫,48,I,-,优,2012-6,28
2102,朝阳奥体中心,51,II,可吸入颗粒物,良,2012-6,28
2103,海淀北京植物园,52,II,可吸入颗粒物,良,2012-6,28
2104,丰台花园,46,I,-,优,2012-6,28
2105,通州新城,54,II,可吸入颗粒物,良,2012-6,28
2106,怀柔镇,58,II,可吸入颗粒物,良,2012-6,28
2107,东城东四,66,II,可吸入颗粒物,良,2012-6,29
2108,西城万寿西宫,58,II,可吸入颗粒物,良,2012-6,29
2109,朝阳奥体中心,68,II,可吸入颗粒物,良,2012-6,29
2110,海淀北京植物园,57,II,可吸入颗粒物,良,2012-6,29
2111,丰台花园,57,II,可吸入颗粒物,良,2012-6,29
2112,通州新城,62,II,可吸入颗粒物,良,2012-6,29
2113,怀柔镇,52,II,可吸入颗粒物,良,2012-6,29
2114,东城东四,52,II,可吸入颗粒物,良,2012-6,30
2115,西城万寿西宫,43,I,-,优,2012-6,30
2116,朝阳奥体中心,52,II,可吸入颗粒物,良,2012-6,30
2117,海淀北京植物园,44,I,-,优,2012-6,30
2118,丰台花园,47,I,-,优,2012-6,30
2119,通州新城,43,I,-,优,2012-6,30
2120,怀柔镇,39,I,-,优,2012-6,30
